entity_id;state;last_updated
sensor.sm_g960f_battery_level;57;2023-01-16 20:24:30.869624
sensor.sm_g960f_battery_temperature;25.7;2023-01-16 20:24:30.870756
device_tracker.sm_g960f;home;2023-01-16 20:24:41.828592
device_tracker.sm_g960f;home;2023-01-16 20:24:52.604668
device_tracker.sm_g960f;home;2023-01-16 20:25:02.658664
device_tracker.sm_g960f;home;2023-01-16 20:25:13.302263
sensor.sm_g960f_battery_level;76;2023-01-16 20:39:45.873331
sensor.sm_g960f_battery_temperature;25.8;2023-01-16 20:39:45.874497
sensor.sm_g960f_geocoded_location;Av. Mal. Humberto Delgado 112, 4760-012 Vila Nova de Famalicão, Portugal;2023-01-16 20:39:45.875378
device_tracker.sm_g960f;home;2023-01-16 20:39:58.446221
device_tracker.sm_g960f;home;2023-01-16 20:40:08.492631
device_tracker.sm_g960f;home;2023-01-16 20:40:18.510348
device_tracker.sm_g960f;home;2023-01-16 20:40:28.524972
device_tracker.sm_g960f;home;2023-01-16 20:48:23.210798
sensor.sm_g960f_battery_level;83;2023-01-16 20:49:46.056425
sensor.sm_g960f_battery_temperature;24.3;2023-01-16 20:49:46.059683
sensor.sm_g960f_battery_power;0.0;2023-01-16 20:49:46.060613
sensor.sm_g960f_geocoded_location;Av. Mal. Humberto Delgado 124, 4760-012 Vila Nova de Famalicão, Portugal;2023-01-16 20:49:46.061425
device_tracker.sm_g960f;home;2023-01-16 20:49:47.577247
device_tracker.sm_g960f;home;2023-01-16 20:49:56.993816
device_tracker.sm_g960f;home;2023-01-16 20:50:07.708142
device_tracker.sm_g960f;home;2023-01-16 20:50:17.618326
sensor.sm_g960f_battery_level;90;2023-01-16 21:01:42.498122
sensor.sm_g960f_battery_temperature;23.1;2023-01-16 21:01:42.499178
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:01:42.500047
device_tracker.sm_g960f;home;2023-01-16 21:01:43.550345
device_tracker.sm_g960f;home;2023-01-16 21:01:59.058109
sensor.sm_g960f_battery_temperature;23.3;2023-01-16 21:01:59.752910
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:01:59.753974
device_tracker.sm_g960f;home;2023-01-16 21:02:27.309797
sensor.sm_g960f_battery_temperature;23.5;2023-01-16 21:02:27.989115
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:02:27.992249
device_tracker.sm_g960f;home;2023-01-16 21:19:46.812714
sensor.sm_g960f_battery_level;99;2023-01-16 21:19:48.432621
sensor.sm_g960f_battery_temperature;21.3;2023-01-16 21:19:48.433681
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:19:48.434569
device_tracker.sm_g960f;home;2023-01-16 21:19:59.679016
device_tracker.sm_g960f;home;2023-01-16 21:20:09.666288
device_tracker.sm_g960f;home;2023-01-16 21:20:19.662457
device_tracker.sm_g960f;home;2023-01-16 21:36:17.633888
sensor.sm_g960f_battery_level;100;2023-01-16 21:36:18.758622
sensor.sm_g960f_battery_state;full;2023-01-16 21:36:18.759600
sensor.sm_g960f_battery_temperature;20.2;2023-01-16 21:36:18.760528
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:36:18.761370
device_tracker.sm_g960f;home;2023-01-16 21:36:30.523842
device_tracker.sm_g960f;home;2023-01-16 21:36:52.636469
device_tracker.sm_g960f;home;2023-01-16 21:37:02.619588
sensor.sm_g960f_battery_level;100;2023-01-16 21:44:46.785809
sensor.sm_g960f_battery_state;discharging;2023-01-16 21:44:46.786883
binary_sensor.sm_g960f_is_charging;off;2023-01-16 21:44:46.787730
sensor.sm_g960f_charger_type;none;2023-01-16 21:44:46.790733
sensor.sm_g960f_battery_temperature;20.0;2023-01-16 21:44:46.791598
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:44:46.792407
device_tracker.sm_g960f;home;2023-01-16 21:44:58.064099
device_tracker.sm_g960f;home;2023-01-16 21:45:08.993837
device_tracker.sm_g960f;home;2023-01-16 21:45:19.579217
device_tracker.sm_g960f;home;2023-01-16 21:45:29.554045
sensor.sm_g960f_battery_temperature;19.6;2023-01-16 21:49:49.067339
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:49:49.068364
device_tracker.sm_g960f;home;2023-01-16 21:50:21.220894
sensor.sm_g960f_battery_power;0.0;2023-01-16 21:50:26.561008
device_tracker.sm_g960f;home;2023-01-16 21:50:31.374975
